ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	NOTE	TOKENS	TYPE
2022	. æ . H	1011	嫁 (xia)	Baxter		?	. æ . H	2 xia
2023	ĭ ɛu . ˩	1012	嬌 (xia)	Zhou		?	ĭ ɛu . ˩	2 xia
2024	j ew . .	1012	嬌 (xia)	Baxter		?	j ew . .	2 xia
1307	ts ĭ	654	子 (shang)	Zhou		?	ts ĭ	2 shang
1308	ts j	654	子 (shang)	Baxter		?	ts j	2 shang
867	. u ŋ ˥	434	孔 (xia)	Zhou		?	. u ŋ ˥	1 xia
868	. uw ng X	434	孔 (xia)	Baxter		?	. uw ng X	1 xia
2025	ĭ ə ŋ ˩˥	1013	孕 (xia)	Zhou		?	ĭ ə ŋ ˩˥	2 xia
2026	. i ng H	1013	孕 (xia)	Baxter		?	. i ng H	2 xia
1309	pʰ ĭw	655	孚 (shang)	Zhou		?	pʰ ĭw	2 shang
1310	ph j	655	孚 (shang)	Baxter		?	ph j	2 shang
2027	. au . ˩˥	1014	孝 (xia)	Zhou		?	. au . ˩˥	2 xia
2028	. æw . H	1014	孝 (xia)	Baxter		?	. æw . H	2 xia
2029	. ɐ ŋ ˩˥	1015	孟 (xia)	Zhou		?	. ɐ ŋ ˩˥	2 xia
2030	. æ ng H	1015	孟 (xia)	Baxter		?	. æ ng H	2 xia
2031	w i . ˩˥	1016	季 (xia)	Zhou		?	w i . ˩˥	2 xia
2032	jw ij . H	1016	季 (xia)	Baxter		?	jw ij . H	2 xia
2033	. u . ˥˩	1017	孤 (xia)	Zhou		?	. u . ˥˩	2 xia
2034	. u . .	1017	孤 (xia)	Baxter		?	. u . .	2 xia
295	ĭw o ŋ ˥	148	宂 (xia)	Zhou	ʑĭwoŋ˥	?	ĭw o ŋ ˥	0 xia
296	jw ow ng X	148	宂 (xia)	Baxter	ʑĭwoŋ˥	?	jw ow ng X	0 xia
1311	ɖʰ .	656	宅 (shang)	Zhou		?	ɖʰ .	2 shang
1312	dr .	656	宅 (shang)	Baxter		?	dr .	2 shang
59	ʔ .	30	安 (shang)	Zhou	ʔu˥ / ʔɑp / ʔɑ˩˥	?	ʔ .	0 shang
60	' .	30	安 (shang)	Baxter	ʔu˥ / ʔɑp / ʔɑ˩˥	?	' .	0 shang
2035	. ɑ n ˩	1018	安 (xia)	Zhou		?	. ɑ n ˩	2 xia
2036	. a n .	1018	安 (xia)	Baxter		?	. a n .	2 xia
2037	u o ŋ ˩˥	1019	宋 (xia)	Zhou		?	u o ŋ ˩˥	2 xia
2038	. ow ng H	1019	宋 (xia)	Baxter		?	. ow ng H	2 xia
297	w æ ŋ ˥˩	149	宏 (xia)	Zhou	xwæŋ˥˩ / ʔwæŋ˥˩	?	w æ ŋ ˥˩	0 xia
298	w ɛ ng .	149	宏 (xia)	Baxter	xwæŋ˥˩ / ʔwæŋ˥˩	?	w ɛ ng .	0 xia
2039	. ɑ ŋ ˩˥	1020	宕 (xia)	Zhou		?	. ɑ ŋ ˩˥	2 xia
2040	. a ng H	1020	宕 (xia)	Baxter		?	. a ng H	2 xia
2041	u o ŋ ˥˩	1021	宗 (xia)	Zhou		?	u o ŋ ˥˩	2 xia
2042	. ow ng .	1021	宗 (xia)	Baxter		?	. ow ng .	2 xia
2043	u ɑ n ˥˩	1022	官 (xia)	Zhou		?	u ɑ n ˥˩	2 xia
2044	w a n .	1022	官 (xia)	Baxter		?	w a n .	2 xia
2045	i e ŋ ˩˥	1023	定 (xia)	Zhou		?	i e ŋ ˩˥	2 xia
2046	. e ng H	1023	定 (xia)	Baxter		?	. e ng H	2 xia
1313	ŋ ĭ	657	宜 (shang)	Zhou		?	ŋ ĭ	2 shang
1314	ng j	657	宜 (shang)	Baxter		?	ng j	2 shang
2047	ĭ e . ˥˩	1024	宜 (xia)	Zhou		?	ĭ e . ˥˩	2 xia
2048	j e . .	1024	宜 (xia)	Baxter		?	j e . .	2 xia
663	kʰ .	332	客 (shang)	Zhou		?	kʰ .	1 shang
664	kh .	332	客 (shang)	Baxter		?	kh .	1 shang
2049	ĭw ɛ n ˩	1025	宣 (xia)	Zhou		?	ĭw ɛ n ˩	2 xia
2050	jw e n .	1025	宣 (xia)	Baxter		?	jw e n .	2 xia
299	ĭ u ŋ ˥˩	150	宫 (xia)	Zhou	kʰĭuŋ˥˩	?	ĭ u ŋ ˥˩	0 xia
300	j uw ng .	150	宫 (xia)	Baxter	kʰĭuŋ˥˩	?	j uw ng .	0 xia
2051	. ɒi . ˥	1026	宰 (xia)	Zhou		?	. ɒi . ˥	2 xia
2052	. oj . X	1026	宰 (xia)	Baxter		?	. oj . X	2 xia
869	ĭ ɛu . ˥˩	435	宵 (xia)	Zhou		?	ĭ ɛu . ˥˩	1 xia
870	j ew . .	435	宵 (xia)	Baxter		?	j ew . .	1 xia
2053	ĭw o ŋ ˥˩	1027	容 (xia)	Zhou		?	ĭw o ŋ ˥˩	2 xia
2054	j ow ng .	1027	容 (xia)	Baxter		?	j ow ng .	2 xia
301	ĭ u k .	151	宿 (xia)	Zhou	tsʰĭuk	?	ĭ u k .	0 xia
302	j uw k .	151	宿 (xia)	Baxter	tsʰĭuk	?	j uw k .	0 xia
2055	ĭ e . ˩˥	1028	寄 (xia)	Zhou		?	ĭ e . ˩˥	2 xia
2056	j e . H	1028	寄 (xia)	Baxter		?	j e . H	2 xia
2057	ĭ ĕ t .	1029	密 (xia)	Zhou		?	ĭ ĕ t .	2 xia
2058	. i t .	1029	密 (xia)	Baxter		?	. i t .	2 xia
3215	ĭ əu . ˩˥	1606	富 (xia)	Zhou		new	ĭ əu . ˩˥	
3216	j uw . H	1606	富 (xia)	Baxter		new	j uw . H	
2059	. ɑ n ˥˩	1030	寒 (xia)	Zhou		?	. ɑ n ˥˩	2 xia
2060	. a n .	1030	寒 (xia)	Baxter		?	. a n .	2 xia
1315	ʑ ĭ	658	寔 (shang)	Zhou		?	ʑ ĭ	2 shang
1316	dzy .	658	寔 (shang)	Baxter		?	dzy .	2 shang
2061	w a . ˥	1031	寡 (xia)	Zhou		?	w a . ˥	2 xia
2062	w æ . X	1031	寡 (xia)	Baxter		?	w æ . X	2 xia
61	dʑʰ ĭ	31	實 (shang)	Zhou	dʑʰĭəŋ˩˥	?	dʑʰ ĭ	0 shang
62	zy .	31	實 (shang)	Baxter	dʑʰĭəŋ˩˥	?	zy .	0 shang
63	s ĭ	32	寫 (shang)	Zhou	sĭa˥˩	?	s ĭ	0 shang
64	s j	32	寫 (shang)	Baxter	sĭa˥˩	?	s j	0 shang
3293	w o n H	1648	寸 (xia)	Baxter	tshwonH	new	w o n H	
3301	u ə n ˩˥	1648	寸 (xia)	Zhou	tsuən˩˥	new	u ə n ˩˥	
65	z ĭw	33	寺 (shang)	Zhou	zĭwɛt	?	z ĭw	0 shang
66	z jw	33	寺 (shang)	Baxter	zĭwɛt	?	z jw	0 shang
67	p ĭw	34	封 (shang)	Zhou	pĭwok	?	p ĭw	0 shang
68	p j	34	封 (shang)	Baxter	pĭwok	?	p j	0 shang
2063	ĭw o ŋ ˩	1032	封 (xia)	Zhou		?	ĭw o ŋ ˩	2 xia
2064	. ow ng .	1032	封 (xia)	Baxter		?	. ow ng .	2 xia
1317	ts w	659	將 (shang)	Zhou		?	ts w	2 shang
1318	ts w	659	將 (shang)	Baxter		?	ts w	2 shang
871	ĭw ɛ n ˩	436	專 (xia)	Zhou		?	ĭw ɛ n ˩	1 xia
872	wj e n .	436	專 (xia)	Baxter		?	wj e n .	1 xia
873	u ə n ˩	437	尊 (xia)	Zhou		?	u ə n ˩	1 xia
874	w o n .	437	尊 (xia)	Baxter		?	w o n .	1 xia
2065	ĭ ĕ m ˩	1033	尋 (xia)	Zhou		?	ĭ ĕ m ˩	2 xia
2066	. i m .	1033	尋 (xia)	Baxter		?	. i m .	2 xia
2067	u ɒi . ˩˥	1034	對 (xia)	Zhou		?	u ɒi . ˩˥	2 xia
2068	w oj . H	1034	對 (xia)	Baxter		?	w oj . H	2 xia
2069	. ɑu . ˩˥	1035	導 (xia)	Zhou		?	. ɑu . ˩˥	2 xia
2070	. aw . H	1035	導 (xia)	Baxter		?	. aw . H	2 xia
2071	ĭ ɛu . ˥	1036	小 (xia)	Zhou		?	ĭ ɛu . ˥	2 xia
2072	j ew . X	1036	小 (xia)	Baxter		?	j ew . X	2 xia
2073	ĭ ɛu . ˥	1037	少 (xia)	Zhou		?	ĭ ɛu . ˥	2 xia
2074	j ew . X	1037	少 (xia)	Baxter		?	j ew . X	2 xia
2075	ĭ əu . ˥˩	1038	尤 (xia)	Zhou		?	ĭ əu . ˥˩	2 xia
2076	j uw . .	1038	尤 (xia)	Baxter		?	j uw . .	2 xia
3217	ĭ əu . ˩˥	1608	就 (xia)	Zhou		new	ĭ əu . ˩˥	
3218	j uw . H	1608	就 (xia)	Baxter		new	j uw . H	
2077	ĭu ĕ n ˥	1039	尹 (xia)	Zhou		?	ĭu ĕ n ˥	2 xia
2078	w i n X	1039	尹 (xia)	Baxter		?	w i n X	2 xia
1319	tɕʰ ĭ	660	尺 (shang)	Zhou		?	tɕʰ ĭ	2 shang
1320	tsyh .	660	尺 (shang)	Baxter		?	tsyh .	2 shang
1321	ɳ ĭ	661	尼 (shang)	Zhou		?	ɳ ĭ	2 shang
1322	nr j	661	尼 (shang)	Baxter		?	nr j	2 shang
875	. i . ˩	438	尼 (xia)	Zhou		?	. i . ˩	1 xia
876	. ij . .	438	尼 (xia)	Baxter		?	. ij . .	1 xia
2079	ĭw əi . ˥	1040	尾 (xia)	Zhou		?	ĭw əi . ˥	2 xia
2080	j ɨj . X	1040	尾 (xia)	Baxter		?	j ɨj . X	2 xia
1323	k ĭ	662	居 (shang)	Zhou		?	k ĭ	2 shang
1324	k j	662	居 (shang)	Baxter		?	k j	2 shang
2081	ĭ o . ˥˩	1041	居 (xia)	Zhou		?	ĭ o . ˥˩	2 xia
2082	j o . .	1041	居 (xia)	Baxter		?	j o . .	2 xia
2083	i e t .	1042	屑 (xia)	Zhou		?	i e t .	2 xia
2084	. e t .	1042	屑 (xia)	Baxter		?	. e t .	2 xia
2085	ĭ ɛ n ˥	1043	展 (xia)	Zhou		?	ĭ ɛ n ˥	2 xia
2086	j e n X	1043	展 (xia)	Baxter		?	j e n X	2 xia
2087	. i . ˥	1044	履 (xia)	Zhou		?	. i . ˥	2 xia
2088	. ij . X	1044	履 (xia)	Baxter		?	. ij . X	2 xia
665	ʃ .	333	山 (shang)	Zhou		?	ʃ .	1 shang
666	sr .	333	山 (shang)	Baxter		?	sr .	1 shang
303	. æ n ˩	152	山 (xia)	Zhou	dʒʰæn˩ / ţæn˥˩ / tɕʰæn˥˩	?	. æ n ˩	0 xia
304	. ɛ n .	152	山 (xia)	Baxter	dʒʰæn˩ / ţæn˥˩ / tɕʰæn˥˩	?	. ɛ n .	0 xia
2089	. ɑ ŋ ˥˩	1045	岡 (xia)	Zhou		?	. ɑ ŋ ˥˩	2 xia
2090	. a ng .	1045	岡 (xia)	Baxter		?	. a ng .	2 xia
2091	. ɔ k .	1046	岳 (xia)	Zhou		?	. ɔ k .	2 xia
2092	. æw k .	1046	岳 (xia)	Baxter		?	. æw k .	2 xia
69	pʰ ĭw	35	峯 (shang)	Zhou	pʰĭwɐm˥	?	pʰ ĭw	0 shang
70	ph j	35	峯 (shang)	Baxter	pʰĭwɐm˥	?	ph j	0 shang
305	i e n ˥	153	峴 (xia)	Zhou	ŋien˥	?	i e n ˥	0 xia
306	j e n X	153	峴 (xia)	Baxter	ŋien˥	?	j e n X	0 xia
307	ĭu ĕ n ˩˥	154	峻 (xia)	Zhou	tsĭuĕn˩˥ / kĭuĕn˩˥	?	ĭu ĕ n ˩˥	0 xia
308	jw i n H	154	峻 (xia)	Baxter	tsĭuĕn˩˥ / kĭuĕn˩˥	?	jw i n H	0 xia
71	dʒʰ i	36	崇 (shang)	Zhou	dʒʰien˩	?	dʒʰ i	0 shang
72	dzr j	36	崇 (shang)	Baxter	dʒʰien˩	?	dzr j	0 shang
2093	. ə ŋ ˩	1047	崩 (xia)	Zhou		?	. ə ŋ ˩	2 xia
2094	. o ng .	1047	崩 (xia)	Baxter		?	. o ng .	2 xia
877	ĭw ɛ n ˩	439	川 (xia)	Zhou		?	ĭw ɛ n ˩	1 xia
878	wj e n .	439	川 (xia)	Baxter		?	wj e n .	1 xia
879	ĭ əu . ˥˩	440	州 (xia)	Zhou		?	ĭ əu . ˥˩	1 xia
880	wj uw . .	440	州 (xia)	Baxter		?	wj uw . .	1 xia
2095	. au . ˥	1048	巧 (xia)	Zhou		?	. au . ˥	2 xia
2096	. æw . X	1048	巧 (xia)	Baxter		?	. æw . X	2 xia
1325	gʰ ĭ	663	巨 (shang)	Zhou		?	gʰ ĭ	2 shang
1326	g j	663	巨 (shang)	Baxter		?	g j	2 shang
2097	ĭ o . ˥	1049	巨 (xia)	Zhou		?	ĭ o . ˥	2 xia
2098	j o . X	1049	巨 (xia)	Baxter		?	j o . X	2 xia
1327	m ĭw	664	巫 (shang)	Zhou		?	m ĭw	2 shang
1328	m j	664	巫 (shang)	Baxter		?	m j	2 shang
2099	ĭ ə . ˥	1050	己 (xia)	Zhou		?	ĭ ə . ˥	2 xia
2100	. i . X	1050	己 (xia)	Baxter		?	. i . X	2 xia
73	p .	37	巴 (shang)	Zhou	pɔŋ˥	?	p .	0 shang
74	p .	37	巴 (shang)	Baxter	pɔŋ˥	?	p .	0 shang
309	. a . ˥˩	155	巴 (xia)	Zhou	pʰa˥˩ / bʰa˩	?	. a . ˥˩	0 xia
310	. æ . .	155	巴 (xia)	Baxter	pʰa˥˩ / bʰa˩	?	. æ . .	0 xia
2101	. ɔ ŋ ˩˥	1051	巷 (xia)	Zhou		?	. ɔ ŋ ˩˥	2 xia
2102	. æw ng H	1051	巷 (xia)	Baxter		?	. æw ng H	2 xia
2103	ĭ ĕ n ˩	1052	巾 (xia)	Zhou		?	ĭ ĕ n ˩	2 xia
2104	. i n .	1052	巾 (xia)	Baxter		?	. i n .	2 xia
1329	ʑ ĭ	665	市 (shang)	Zhou		?	ʑ ĭ	2 shang
1330	dzy .	665	市 (shang)	Baxter		?	dzy .	2 shang
2105	ĭ ə . ˥	1053	市 (xia)	Zhou		?	ĭ ə . ˥	2 xia
2106	. i . X	1053	市 (xia)	Baxter		?	. i . X	2 xia
1331	p u	666	布 (shang)	Zhou		?	p u	2 shang
1332	p w	666	布 (shang)	Baxter		?	p w	2 shang
881	ĭ e . ˥	441	帋 (xia)	Zhou		?	ĭ e . ˥	1 xia
882	j e . X	441	帋 (xia)	Baxter		?	j e . X	1 xia
2107	ĭ əi . ˥˩	1054	希 (xia)	Zhou		?	ĭ əi . ˥˩	2 xia
2108	j ɨj . .	1054	希 (xia)	Baxter		?	j ɨj . .	2 xia
311	. ɑi . ˩˥	156	帶 (xia)	Zhou	nɑi˩˥	?	. ɑi . ˩˥	0 xia
312	. aj . H	156	帶 (xia)	Baxter	nɑi˩˥	?	. aj . H	0 xia
1333	ʑ ĭ	667	常 (shang)	Zhou		?	ʑ ĭ	2 shang
1334	dzy .	667	常 (shang)	Baxter		?	dzy .	2 shang
2109	ĭ ɐ n ˥	1055	幰 (xia)	Zhou		?	ĭ ɐ n ˥	2 xia
2110	j o n X	1055	幰 (xia)	Baxter		?	j o n X	2 xia
75	tsʰ .	38	干 (shang)	Zhou	tsʰuŋ˩˥	?	tsʰ .	0 shang
76	tsh .	38	干 (shang)	Baxter	tsʰuŋ˩˥	?	tsh .	0 shang
2111	. ɑ n ˩	1056	干 (xia)	Zhou		?	. ɑ n ˩	2 xia
2112	. a n .	1056	干 (xia)	Baxter		?	. a n .	2 xia
1335	bʰ .	668	平 (shang)	Zhou		?	bʰ .	2 shang
1336	b .	668	平 (shang)	Baxter		?	b .	2 shang
2113	i e n ˩	1057	年 (xia)	Zhou		?	i e n ˩	2 xia
2114	. e n .	1057	年 (xia)	Baxter		?	. e n .	2 xia
77	p ĭ	39	并 (shang)	Zhou	pĭe˥ / pĭɛt	?	p ĭ	0 shang
78	p j	39	并 (shang)	Baxter	pĭe˥ / pĭɛt	?	p j	0 shang
2115	ĭ ɛ ŋ ˩	1058	并 (xia)	Zhou		?	ĭ ɛ ŋ ˩	2 xia
2116	j e ng .	1058	并 (xia)	Baxter		?	j e ng .	2 xia
2117	. æ ŋ ˥	1059	幸 (xia)	Zhou		?	. æ ŋ ˥	2 xia
2118	. ɛ ng X	1059	幸 (xia)	Baxter		?	. ɛ ng X	2 xia
313	i eu . ˥˩	157	幺 (xia)	Zhou	xieu˥˩ / kʰieu˥˩	?	i eu . ˥˩	0 xia
314	j ew . .	157	幺 (xia)	Baxter	xieu˥˩ / kʰieu˥˩	?	j ew . .	0 xia
2119	w æ n ˩˥	1060	幻 (xia)	Zhou		?	w æ n ˩˥	2 xia
2120	w ɛ n H	1060	幻 (xia)	Baxter		?	w ɛ n H	2 xia
2121	i əu . ˩˥	1061	幼 (xia)	Zhou		?	i əu . ˩˥	2 xia
2122	j iw . H	1061	幼 (xia)	Baxter		?	j iw . H	2 xia
315	i əu . ˩	158	幽 (xia)	Zhou	gʰiəu˩ / xiəu˥˩ / liəu˩ / tsiəu˥˩ / ʃiəu˥˩	?	i əu . ˩	0 xia
316	j iw . .	158	幽 (xia)	Baxter	gʰiəu˩ / xiəu˥˩ / liəu˩ / tsiəu˥˩ / ʃiəu˥˩	?	j iw . .	0 xia
317	ĭ ɐ m ˥	159	广 (xia)	Zhou	kʰĭɐm˥ / ʔĭɐm˥	?	ĭ ɐ m ˥	0 xia
318	j o m X	159	广 (xia)	Baxter	kʰĭɐm˥ / ʔĭɐm˥	?	j o m X	0 xia
2123	i e m ˩˥	1062	店 (xia)	Zhou		?	i e m ˩˥	2 xia
2124	. e m H	1062	店 (xia)	Baxter		?	. e m H	2 xia
2125	. ɐ ŋ ˩	1063	庚 (xia)	Zhou		?	. ɐ ŋ ˩	2 xia
2126	. æ ng .	1063	庚 (xia)	Baxter		?	. æ ng .	2 xia
1337	p ĭw	669	府 (shang)	Zhou		?	p ĭw	2 shang
1338	p j	669	府 (shang)	Baxter		?	p j	2 shang
667	dʰ .	334	度 (shang)	Zhou		?	dʰ .	1 shang
668	d .	334	度 (shang)	Baxter		?	d .	1 shang
319	ĭ ə ŋ ˥	160	庱 (xia)	Zhou	ʃĭəŋ˥	?	ĭ ə ŋ ˥	0 xia
320	. i ng X	160	庱 (xia)	Baxter	ʃĭəŋ˥	?	. i ng X	0 xia
1339	kʰ .	670	康 (shang)	Zhou		?	kʰ .	2 shang
1340	kh .	670	康 (shang)	Baxter		?	kh .	2 shang
321	ĭw o ŋ ˩	161	庸 (xia)	Zhou	ʑĭwoŋ˩	?	ĭw o ŋ ˩	0 xia
322	jw ow ng .	161	庸 (xia)	Baxter	ʑĭwoŋ˩	?	jw ow ng .	0 xia
2127	ĭ u . ˥	1064	庾 (xia)	Zhou		?	ĭ u . ˥	2 xia
2128	j u . X	1064	庾 (xia)	Baxter		?	j u . X	2 xia
2129	ĭ ɛ m ˥˩	1065	廉 (xia)	Zhou		?	ĭ ɛ m ˥˩	2 xia
2130	j e m .	1065	廉 (xia)	Baxter		?	j e m .	2 xia
3242	ĭ ɛu . ˩˥	1619	廟 (xia)	Zhou	pĭɛu˩˥	new	ĭ ɛu . ˩˥	
3243	j ew . H	1619	廟 (xia)	Baxter	mjewH	new	j ew . H	
2131	ĭw ɐi . ˩˥	1066	廢 (xia)	Zhou		?	ĭw ɐi . ˩˥	2 xia
2132	j oj . H	1066	廢 (xia)	Baxter		?	j oj . H	2 xia
883	u ɑ ŋ ˥	442	廣 (xia)	Zhou		?	u ɑ ŋ ˥	1 xia
884	w a ng X	442	廣 (xia)	Baxter		?	w a ng X	1 xia
2133	ĭ ɛ n ˩	1067	延 (xia)	Zhou		?	ĭ ɛ n ˩	2 xia
2134	j e n .	1067	延 (xia)	Baxter		?	j e n .	2 xia
3291	j o n H	1646	建 (xia)	Baxter	kjonH	new	j o n H	
3303	ĭ ɐ n ˩˥	1646	建 (xia)	Zhou	ʔĭɐn˩˥	new	ĭ ɐ n ˩˥	
669	kʰ .	335	弃 (shang)	Zhou		?	kʰ .	1 shang
670	kh .	335	弃 (shang)	Baxter		?	kh .	1 shang
2135	. u ŋ ˩˥	1068	弄 (xia)	Zhou		?	. u ŋ ˩˥	2 xia
2136	. uw ng H	1068	弄 (xia)	Baxter		?	. uw ng H	2 xia
1341	j ĭ	671	弋 (shang)	Zhou		?	j ĭ	2 shang
1342	y .	671	弋 (shang)	Baxter		?	y .	2 shang
1343	ɕ ĭ	672	式 (shang)	Zhou		?	ɕ ĭ	2 shang
1344	sy .	672	式 (shang)	Baxter		?	sy .	2 shang
2137	ĭ u ŋ ˥˩	1069	弓 (xia)	Zhou		?	ĭ u ŋ ˥˩	2 xia
2138	j uw ng .	1069	弓 (xia)	Baxter		?	j uw ng .	2 xia
2139	i eu . ˩˥	1070	弔 (xia)	Zhou		?	i eu . ˩˥	2 xia
2140	. ew . H	1070	弔 (xia)	Baxter		?	. ew . H	2 xia
323	ĭ ĕ n ˥	162	引 (xia)	Zhou	ŋĭĕn˥ / ɖʰĭĕn˥	?	ĭ ĕ n ˥	0 xia
324	. i n X	162	引 (xia)	Baxter	ŋĭĕn˥ / ɖʰĭĕn˥	?	. i n X	0 xia
2141	ĭu ə t .	1071	弗 (xia)	Zhou		?	ĭu ə t .	2 xia
2142	j u t .	1071	弗 (xia)	Baxter		?	j u t .	2 xia
2143	u ə ŋ ˥˩	1072	弘 (xia)	Zhou		?	u ə ŋ ˥˩	2 xia
2144	w o ng .	1072	弘 (xia)	Baxter		?	w o ng .	2 xia
325	i ei . ˥	163	弟 (xia)	Zhou	ʔiei˥	?	i ei . ˥	0 xia
326	j ej . X	163	弟 (xia)	Baxter	ʔiei˥	?	j ej . X	0 xia
1345	ţ ĭ	673	張 (shang)	Zhou		?	ţ ĭ	2 shang
1346	tr j	673	張 (shang)	Baxter		?	tr j	2 shang
2145	ĭ a ŋ ˩	1073	張 (xia)	Zhou		?	ĭ a ŋ ˩	2 xia
2146	j a ng .	1073	張 (xia)	Baxter		?	j a ng .	2 xia
1347	gʰ ĭ	674	強 (shang)	Zhou		?	gʰ ĭ	2 shang
1348	g j	674	強 (shang)	Baxter		?	g j	2 shang
79	bʰ ĭ	40	弼 (shang)	Zhou	bʰĭɐk	?	bʰ ĭ	0 shang
80	b j	40	弼 (shang)	Baxter	bʰĭɐk	?	b j	0 shang
1349	m ĭ	675	彌 (shang)	Zhou		?	m ĭ	2 shang
1350	m j	675	彌 (shang)	Baxter		?	m j	2 shang
3314	j e n H	1660	彦 (xia)	Baxter	ngjenH	new	j e n H	
3316	ĭ ɛ n ˩˥	1660	彦 (xia)	Zhou	lĭɛn˩˥	new	ĭ ɛ n ˩˥	
327	i əu . ˩	164	彪 (xia)	Zhou	bʰiəu˩ / miəu˩	?	i əu . ˩	0 xia
328	j uw . .	164	彪 (xia)	Baxter	bʰiəu˩ / miəu˩	?	j uw . .	0 xia
2147	i eu . ˥˩	1074	彫 (xia)	Zhou		?	i eu . ˥˩	2 xia
2148	. ew . .	1074	彫 (xia)	Baxter		?	. ew . .	2 xia
2149	ĭ ɐ ŋ ˥	1075	影 (xia)	Zhou		?	ĭ ɐ ŋ ˥	2 xia
2150	j æ ng X	1075	影 (xia)	Baxter		?	j æ ng X	2 xia
885	ĭw ɛ k .	443	役 (xia)	Zhou		?	ĭw ɛ k .	1 xia
886	jw e k .	443	役 (xia)	Baxter			jw e k .	1 xia
1351	p ĭ	676	彼 (shang)	Zhou		?	p ĭ	2 shang
1352	p j	676	彼 (shang)	Baxter		?	p j	2 shang
2151	ĭ e . ˥	1076	彼 (xia)	Zhou		?	ĭ e . ˥	2 xia
2152	j e . X	1076	彼 (xia)	Baxter		?	j e . X	2 xia
887	ĭw a ŋ ˥	444	往 (xia)	Zhou		?	ĭw a ŋ ˥	1 xia
888	jw ae ng X	444	往 (xia)	Baxter		?	jw æ ng X	1 xia
1353	tɕ ĭ	677	征 (shang)	Zhou		?	tɕ ĭ	2 shang
1354	tsy .	677	征 (shang)	Baxter		?	tsy .	2 shang
2153	ĭ ɛ ŋ ˩	1077	征 (xia)	Zhou		?	ĭ ɛ ŋ ˩	2 xia
2154	j e ng .	1077	征 (xia)	Baxter		?	j e ng .	2 xia
1355	dzʰ .	678	徂 (shang)	Zhou		?	dzʰ .	2 shang
1356	dz .	678	徂 (shang)	Baxter		?	dz .	2 shang
329	. ə n ˥	165	很 (xia)	Zhou	kʰən˥ / kən˥	?	. ə n ˥	0 xia
330	. i n X	165	很 (xia)	Baxter	kʰən˥ / kən˥	?	. o n X	0 xia
2155	ĭu ĕ t .	1078	律 (xia)	Zhou		?	ĭu ĕ t .	2 xia
2156	w i t .	1078	律 (xia)	Baxter		?	w i t .	2 xia
1357	z ĭ	679	徐 (shang)	Zhou		?	z ĭ	2 shang
1358	z .	679	徐 (shang)	Baxter		?	z .	2 shang
2157	i e ŋ ˩˥	1079	徑 (xia)	Zhou		?	i e ŋ ˩˥	2 xia
2158	. e ng H	1079	徑 (xia)	Baxter		?	. e ng H	2 xia
1359	dʰ .	680	徒 (shang)	Zhou		?	dʰ .	2 shang
1360	d .	680	徒 (shang)	Baxter		?	d .	2 shang
1361	t .	681	得 (shang)	Zhou		?	t .	2 shang
1362	t .	681	得 (shang)	Baxter		?	t .	2 shang
2159	. ə k .	1080	得 (xia)	Zhou		?	. ə k .	2 xia
2160	. o k .	1080	得 (xia)	Baxter		?	. o k .	2 xia
2161	ĭ o . ˩˥	1081	御 (xia)	Zhou		?	ĭ o . ˩˥	2 xia
2162	j o . H	1081	御 (xia)	Baxter		?	j o . H	2 xia
2163	ĭw əi . ˥˩	1082	微 (xia)	Zhou		?	ĭw əi . ˥˩	2 xia
2164	j ɨj . .	1082	微 (xia)	Baxter		?	j ɨj . .	2 xia
81	ţ ĭu	41	徵 (shang)	Zhou	ţĭuĕt	?	ţ ĭu	0 shang
82	tr w	41	徵 (shang)	Baxter	ţĭuĕt	?	tr w	0 shang
1363	t .	682	德 (shang)	Zhou		?	t .	2 shang
1364	t .	682	德 (shang)	Baxter		?	t .	2 shang
2165	. ə k .	1083	德 (xia)	Zhou		?	. ə k .	2 xia
2166	. o k .	1083	德 (xia)	Baxter		?	. o k .	2 xia
331	ĭ ĕ m ˥˩	166	心 (xia)	Zhou	tsĭĕm˥˩ / ɳĭĕm˩	?	ĭ ĕ m ˥˩	0 xia
332	. i m .	166	心 (xia)	Baxter	tsĭĕm˥˩ / ɳĭĕm˩	?	. i m .	0 xia
1365	p ĭ	683	必 (shang)	Zhou		?	p ĭ	2 shang
1366	p j	683	必 (shang)	Baxter		?	p j	2 shang
2167	ĭ ĕ t .	1084	必 (xia)	Zhou		?	ĭ ĕ t .	2 xia
2168	j i t .	1084	必 (xia)	Baxter		?	j i t .	2 xia
2169	ĭ ĕ n ˥	1085	忍 (xia)	Zhou		?	ĭ ĕ n ˥	2 xia
2170	. i n X	1085	忍 (xia)	Baxter		?	. i n X	2 xia
2171	u ə n ˥	1086	忖 (xia)	Zhou		?	u ə n ˥	2 xia
2172	w o n X	1086	忖 (xia)	Baxter		?	w o n X	2 xia
3254	ĭ ə . ˩˥	1626	志 (xia)	Zhou	tɕʰĭə˩˥	new	ĭ ə . ˩˥	
3265	. i . H	1626	志 (xia)	Baxter	tsyiH	new	. i . H	
889	i e m ˥	445	忝 (xia)	Zhou		?	i e m ˥	1 xia
890	. e m X	445	忝 (xia)	Baxter		?	. e m X	1 xia
2173	w æi . ˩˥	1087	快 (xia)	Zhou		?	w æi . ˩˥	2 xia
